Day,Date,Team A,Team B,TA player 1,TA player 2,TA player 3,TA player 4,TA player 5,TA player 6,TA player 7,TA player 8,TA player 9,TA player 10,TA player 11,TB player 1,TB player 2,TB player 3,TB player 4,TB player 5,TB player 6,TB player 7,TB player 8,TB player 9,TB player 10,TB player 11
16,02/11/2017,lille,toulouse,215698,220337,210520,236723,200353,225945,213874,211382,206436,226110,220715,231691,231633,236466,212282,207746,208615,222982,197681,231848,193983,211239
16,03/11/2017,saint-etienne,nantes,167628,159147,183395,220172,190868,198836,199170,225085,177712,204612,212350,201325,216643,203884,219693,232693,210450,208787,223874,190516,204819,223875
16,03/11/2017,caen,lyon,5594,179789,212219,227222,222926,163804,205190,230042,208017,188397,210534,199482,180334,216266,207707,230578,227234,234906,216594,202556,215798,221639
16,03/11/2017,montpellier,marseille,200726,223597,200677,202562,226166,153260,225126,163699,192242,183389,227667,163705,183280,208520,198076,219681,185221,210896,177388,227236,203280,204970
17,08/11/2017,bordeaux,strasbourg,158121,215699,241505,233219,222715,220609,217605,112253,223543,223510,201073,176772,183766,204105,47860,235552,235041,235042,220905,230857,236786,203736
17,09/11/2017,paris-sg,lille,193105,207865,183512,146530,225850,210008,183898,191180,199556,231747,179813,215698,198949,220337,200353,210520,225945,213874,211382,206436,226110,220715
17,09/11/2017,monaco,troyes,192593,215792,229712,201042,190547,213565,209499,162347,212692,215785,167397,190195,208862,231098,201523,208449,3665,216237,228592,220029,163796,195912
17,09/11/2017,metz,rennes,180739,182166,225859,194196,200298,215379,157392,112365,209288,221250,188289,200332,196801,231263,207745,219789,190674,212261,168293,214097,236998,215245
17,09/11/2017,toulouse,caen,231691,207746,231633,231235,208615,213556,222982,197681,193983,176794,182945,5594,181456,227222,179789,212219,240802,163804,209502,230042,208017,188397
17,09/11/2017,angers,montpellier,199574,190579,184190,189946,184873,212449,213388,209781,224069,213839,198264,200726,200677,223597,226166,202562,153260,225126,223570,192242,227667,231041
17,09/11/2017,guingamp,dijon,190120,167936,234930,204338,169069,178051,226414,190014,192673,134779,202035,204240,210434,225934,197937,237548,211927,188600,198817,187988,212613,210722
17,10/11/2017,amiens,lyon,176994,202672,234624,234514,204886,186197,220245,214949,203128,169281,211321,199482,180334,216266,139860,207707,234906,216594,227234,221639,202556,215798
17,10/11/2017,nantes,nice,201325,216643,203884,219693,199393,210450,208787,223874,241595,204819,223875,215223,235454,215703,192725,193470,213242,216451,230020,206467,186627,216388
17,10/11/2017,marseille,saint-etienne,163705,183280,204472,219681,198076,224030,177388,185221,210896,203280,204970,167628,220172,198688,190868,231685,198836,199170,225085,177712,204612,212350
18,15/11/2017,saint-etienne,monaco,167628,197688,183395,190868,225475,236817,198836,177712,193476,212350,241923,192593,229712,215792,190547,201042,209499,213565,162347,212692,215785,167397
18,16/11/2017,rennes,paris-sg,200332,196801,178251,231361,224196,219789,236998,168293,214097,190674,218970,193105,207865,146530,183512,225850,202166,199556,226226,190871,231747,179813
18,16/11/2017,montpellier,metz,200726,200677,223597,226166,202562,153260,225126,163699,192242,227667,50294,180739,194196,225859,157392,200298,112365,209288,234910,183820,183982,188289
18,16/11/2017,caen,guingamp,5594,222926,212219,179789,227222,240802,163804,209502,230042,208017,188397,190120,167936,234930,204338,169069,190014,178051,226414,192673,134779,202035
18,16/11/2017,troyes,amiens,190195,208862,231098,181559,175462,201523,216482,233550,216237,220029,195912,176994,234624,234514,186567,204886,186197,220245,214949,203128,169281,211321
18,16/11/2017,strasbourg,toulouse,137862,204105,235552,47860,183766,197813,235042,193147,220905,230857,157300,231691,231633,207746,231235,208615,213556,222982,197681,167933,193983,182945
18,16/11/2017,dijon,lille,204240,210434,225934,197937,234730,188600,211927,198817,187988,212613,193226,215698,198949,220337,200353,210520,236723,211382,213874,206436,226110,220715
18,17/11/2017,nantes,angers,201325,216643,207924,219693,226515,199393,209304,210450,241595,204819,223875,199574,190579,184873,212449,199313,184190,226789,209781,213388,224069,221740
18,17/11/2017,nice,bordeaux,215223,158625,235454,193470,192725,213242,216451,230020,206467,186627,216388,222411,221271,215699,209301,233219,222715,217605,112253,112244,224218,201073
18,17/11/2017,lyon,marseille,199482,180334,216266,139860,207707,216594,227234,234906,235569,221639,215798,163705,183280,163083,208520,219681,177388,185221,205632,227236,203280,204970
19,20/11/2017,paris-sg,caen,188943,207865,202371,164240,183512,191180,226226,49370,190871,231747,179813,5594,222926,179789,227222,205190,206577,203435,230042,199195,208017,188397
19,20/11/2017,monaco,rennes,192593,215792,190547,203485,201042,213565,209499,162347,212692,215785,167397,200332,196801,207745,219789,231263,231361,236998,168293,214097,194845,215245
19,20/11/2017,toulouse,lyon,231691,231633,207746,212282,231235,208615,213556,222982,197681,193983,182945,199482,180334,216266,139860,207707,216594,227234,234906,235569,202556,221639
19,20/11/2017,marseille,troyes,163705,163083,183280,204472,219681,224030,177388,185221,210896,203280,204970,190195,208862,231098,201523,181559,208449,216482,216237,163796,220029,195912
19,20/11/2017,amiens,nantes,176994,202672,234624,234514,204886,186197,220245,203128,214949,169281,211321,201325,203884,216643,207924,226515,199393,210450,208787,223874,241595,204819
19,20/11/2017,lille,nice,215698,238346,198949,200353,210520,213874,206436,225945,239817,234128,216433,215223,158625,193470,215703,192725,216451,230020,198861,206467,237600,216388
19,20/11/2017,angers,dijon,199574,229041,190579,184873,184190,189946,209781,178160,226789,221740,224069,204240,197937,234730,184935,223207,236639,188600,187988,205257,212613,193226
19,20/11/2017,metz,strasbourg,180739,194196,157392,225859,200298,112365,234910,183820,209288,183982,188289,137862,183766,47860,204105,223284,197813,235042,220905,230857,236786,203736
19,20/11/2017,bordeaux,montpellier,222411,209301,215699,221271,222715,220609,217605,112253,222737,224218,201073,200726,200677,163665,223597,226166,202562,234612,225126,213325,223570,183389
19,20/11/2017,guingamp,saint-etienne,190120,167936,204338,169069,226414,231102,188696,190014,178051,192673,134779,172198,199895,197688,183395,190868,198836,199170,230144,193476,212350,201966
20,12/00/2018,strasbourg,guingamp,176772,204105,183766,235552,47860,197813,235041,193147,235554,230857,203736,190120,167936,239210,234930,204338,178051,226414,190014,192673,134779,202035
20,13/00/2018,rennes,marseille,200332,196801,231263,219789,224196,236998,190674,214097,194845,215245,235353,163705,163083,183280,204472,208520,177388,205632,185221,210896,203280,204970
20,13/00/2018,troyes,bordeaux,190195,208449,208862,231098,201523,181559,3665,216237,163796,220029,195912,158121,178031,229782,241486,209301,217605,205391,112253,184271,222737,209519
20,13/00/2018,dijon,metz,204240,225934,234730,237548,197937,188600,52126,187988,205257,210722,193226,180739,178111,182166,225859,194196,200298,112365,183820,234910,239025,188289
20,13/00/2018,montpellier,monaco,200726,226166,200677,202562,223597,153260,213325,234612,225126,223570,183389,192593,215792,190547,229712,227873,209499,213565,229011,210372,212692,215785
20,13/00/2018,nice,amiens,215223,235454,215703,192725,235981,213242,216451,230020,206467,237600,216388,239327,138704,186567,234514,204886,186197,220245,234622,182856,169281,211321
20,13/00/2018,caen,lille,5594,222926,227222,179789,212219,163804,184706,230042,208017,188397,210534,215698,220337,200353,210520,236723,213874,211382,225945,206436,226110,220715
20,14/00/2018,saint-etienne,toulouse,172198,159147,199895,197688,190868,198836,192722,199170,225085,193476,212023,231691,231633,212282,208615,231235,213556,222982,235173,197681,193983,182945
20,14/00/2018,lyon,angers,199482,180334,189681,139860,207707,216594,234906,227234,202556,215798,234333,49472,184873,184190,189946,199313,178160,209781,226789,219792,213388,224069
20,14/00/2018,nantes,paris-sg,201325,216643,207924,226515,232693,219693,199393,210450,223874,204819,223875,193105,207865,201510,146530,225850,210008,183898,226226,199556,231747,179813
21,16/00/2018,marseille,strasbourg,163705,204472,208520,183280,198076,185221,210896,205632,227236,203280,204970,176772,204105,183766,223284,203177,197813,193147,220905,235554,230857,203736
21,16/00/2018,bordeaux,caen,158121,241486,209301,178031,215699,217605,205391,112253,222737,209519,201073,204883,179789,212219,227222,163804,184706,205190,230042,208017,188397,241960
21,16/00/2018,monaco,nice,192593,229712,163407,201042,190547,213565,229011,162347,167397,215785,234924,215223,158625,215703,235981,192725,212886,216451,230020,206467,186627,216388
21,17/00/2018,guingamp,lyon,190120,210394,167936,204338,231102,190014,188696,192673,134779,228093,202035,199482,189681,180334,139860,228618,216594,234906,227234,235569,221639,215798
21,17/00/2018,toulouse,nantes,231691,231633,212282,231235,208615,213556,189207,197681,235173,211239,182945,201325,207924,232693,219693,199393,209304,192205,208787,210450,204819,190716
21,17/00/2018,amiens,montpellier,176994,138704,186567,234514,204886,159047,186197,203128,169281,214570,211321,200726,163665,223597,226166,202562,153260,225139,225126,192242,227667,50294
21,17/00/2018,lille,rennes,215698,238346,210520,220337,225945,213874,211382,206436,239817,226110,216433,200332,196801,231263,207745,219789,231361,153296,190674,214097,215245,235353
21,17/00/2018,metz,saint-etienne,180739,194196,182166,225859,200298,183382,183820,112365,168732,183982,188289,172198,159147,183395,231685,190868,199170,187052,192722,225085,230144,193476
21,17/00/2018,angers,troyes,49472,184873,184190,189946,199313,178160,226789,183453,209781,219792,224069,190195,231098,208862,201523,181559,175462,216482,216237,233550,220029,212428
21,17/00/2018,paris-sg,dijon,193105,164240,202371,183512,225850,183898,202166,199556,226226,190871,179813,204240,210434,225934,51620,234730,236639,188600,213030,211927,212613,193226
22,19/00/2018,caen,marseille,5594,212219,179789,227222,163804,184706,205190,199195,208017,188397,241960,163705,183280,163083,208520,204472,224030,177388,185221,227236,212273,204970
22,20/00/2018,nantes,bordeaux,201325,216643,203884,219693,226515,199393,192205,208787,223874,198394,204819,158121,201315,241486,209301,215699,205391,236830,217605,222737,209519,201073
22,20/00/2018,amiens,guingamp,176994,186567,234624,234514,204886,186197,220245,203128,169281,211321,214570,190120,210394,167936,234930,204338,178051,226414,192673,190014,134779,202035
22,20/00/2018,montpellier,toulouse,200726,200677,163665,223597,202562,153260,225126,234612,223570,192242,183389,231691,231633,207746,212282,208615,213556,222982,235173,197681,196932,182945
22,20/00/2018,rennes,angers,200332,177481,231263,231361,219789,224196,190674,214097,215245,235353,218970,49472,184873,199313,190579,212449,213388,209781,178160,219792,183453,186161
22,20/00/2018,strasbourg,dijon,137862,204105,235552,47860,223284,197813,193147,220905,235042,236786,157300,204240,210434,225934,234730,237548,236639,188600,52126,187988,205257,210722
22,20/00/2018,troyes,lille,188597,208862,231098,201523,175462,216482,213313,216237,163796,220029,212428,215698,220337,210520,236723,225945,213874,211382,239817,206436,226110,220715
22,21/00/2018,nice,saint-etienne,215223,158625,235454,222840,235981,212886,216451,230020,237600,216388,186627,167628,159147,199895,220172,197688,187052,201533,230144,177712,193476,212023
22,21/00/2018,monaco,metz,192593,229712,190547,201042,163407,209499,213565,162347,210372,167397,234924,180739,194196,182166,200298,225859,183820,112365,234910,221250,183982,188289
22,21/00/2018,lyon,paris-sg,199482,189681,180334,139860,228618,216594,227234,234906,235569,221639,215798,193105,207865,164240,201510,146530,210008,183898,199556,226226,231747,179813
23,26/00/2018,dijon,rennes,204240,199511,225934,237548,234730,236639,188600,52126,187988,205257,210722,200332,177481,231263,219789,231361,224196,190674,214097,215245,235353,194845
23,27/00/2018,paris-sg,montpellier,193105,164240,201510,202371,225850,210008,183898,202166,226226,190871,179813,200726,163665,226166,239136,200677,153260,225126,223570,192242,183389,227667
23,27/00/2018,guingamp,nantes,190120,167936,210394,204338,178051,226414,188696,190014,192673,134779,192938,201325,216643,203884,226515,219693,199393,192205,208787,223874,204819,223875
23,27/00/2018,metz,nice,180739,182166,194196,200298,225859,209288,183382,112365,168732,183982,188289,215223,158625,235454,222840,235981,198861,230020,216451,206467,237600,186627
23,27/00/2018,saint-etienne,caen,167628,159147,220172,183556,197688,230144,187052,201533,177712,193476,212023,5594,179789,181456,212219,227222,163804,184706,205190,206577,208017,188397
23,27/00/2018,angers,amiens,49472,190579,184873,189946,212449,213388,178160,209781,219792,224069,198264,176994,138704,186567,234624,204886,186197,203128,220245,169281,211321,214570
23,27/00/2018,toulouse,troyes,231691,231633,207746,212282,231235,189207,197681,235173,167933,196932,211239,188597,231098,201523,208862,175462,216482,163796,228592,216237,220029,212428
23,28/00/2018,lille,strasbourg,215698,220337,210520,236723,239363,240442,236480,213874,211382,226110,220715,224442,47860,204105,223284,203177,197813,235042,193147,220905,230857,236786
23,28/00/2018,bordeaux,lyon,158121,201315,241486,209301,215699,217605,205391,222715,222737,209519,201073,199482,189681,139860,180334,228618,227234,234906,216594,235569,221639,215798
23,28/00/2018,marseille,monaco,163705,163083,183280,208520,204472,185221,205632,177388,210896,203280,204970,192593,215792,227873,201042,190547,209499,162347,216393,210372,215785,167397
24,02/01/2018,marseille,metz,163705,163083,183280,208520,204472,177388,185221,210896,227236,203280,204970,180739,194196,182166,225859,200298,112365,209288,183382,168732,183982,188289
24,03/01/2018,lille,paris-sg,215698,238346,210520,236723,220337,239363,236480,213874,211382,216433,220715,193105,207865,146530,164240,183512,183898,191180,226226,199556,190871,179813
24,03/01/2018,nice,toulouse,215223,158625,235454,235981,222840,198861,213242,216451,230686,206467,237600,231691,207746,231235,198067,236466,235173,197681,167933,211239,196932,182945
24,03/01/2018,montpellier,angers,200726,239136,200677,163665,223597,226166,225139,225126,234612,192242,50294,49472,184190,189946,199313,184873,213388,178160,183453,209781,219792,224069
24,03/01/2018,strasbourg,bordeaux,224442,204105,47860,223284,203177,197813,235041,220905,197480,230857,236786,158121,201315,241486,215699,209301,217605,205391,184271,222737,209519,201073
24,03/01/2018,amiens,saint-etienne,176994,234624,234514,186567,204886,186197,214949,234622,203128,214570,211321,167628,159147,183556,197688,158626,187052,225085,177712,204612,193476,212023
24,04/01/2018,rennes,guingamp,200332,177481,231263,219789,231361,206167,190674,214097,194845,235353,193554,190120,210394,234930,239210,204338,231102,213725,226414,49488,202035,134779
24,04/01/2018,caen,nantes,5594,179789,181456,212219,163804,206577,184706,230042,208017,188397,221740,201325,203884,216643,226515,219693,199393,192205,208787,223874,204819,223875
24,04/01/2018,monaco,lyon,192593,215792,190547,163407,227873,209499,162347,216393,212692,167397,215785,199482,180334,139860,216266,228618,216594,234906,235569,221639,202556,207948
24,20/01/2018,troyes,dijon,188597,212483,201523,208449,175462,213313,216237,216482,233550,220029,212428,204240,210434,199511,225934,197937,234730,188600,211927,198817,205257,210722
25,09/01/2018,saint-etienne,marseille,167628,159147,183556,197688,158626,198836,192722,225085,230144,177712,204612,163705,163083,183280,204472,208520,177388,185221,210896,227236,203280,204970
25,10/01/2018,toulouse,paris-sg,231691,231633,212282,207746,231235,222982,197681,167933,196932,211239,182945,193105,207865,146530,183512,225850,183898,226226,210008,163711,190871,231747
25,10/01/2018,angers,monaco,49472,190579,184873,199313,184190,178160,226789,183453,209781,219792,224069,225710,215792,190547,163407,201042,209499,162347,216393,212692,181820,234924
25,10/01/2018,metz,montpellier,180739,203581,194196,225859,182166,112365,209288,183382,234910,183982,188289,200726,200677,163665,223597,226166,153260,225139,225126,192242,183389,227667
25,10/01/2018,dijon,nice,204240,225934,234730,237548,197937,188600,52126,198817,205257,212613,210722,215223,158625,235454,222840,215703,213242,216451,230020,206467,237600,186627
25,10/01/2018,bordeaux,amiens,158121,201315,241486,209301,215699,222715,217605,205391,222737,209519,193290,176994,186567,202672,234624,234514,204886,159047,186197,234622,203128,214570
25,10/01/2018,guingamp,caen,190120,210394,234930,239210,204338,226414,231102,213725,187924,202035,134779,5594,179789,212219,227222,181456,163804,206577,239312,230042,188397,221740
25,11/01/2018,strasbourg,troyes,176772,47860,204105,223284,203177,235042,197813,220905,193147,230857,236786,188597,208862,231098,201523,181559,208449,213313,3665,233550,220029,212428
25,11/01/2018,nantes,lille,201325,216643,207924,203884,226515,210421,209304,210450,208787,223874,204819,215698,220337,210520,236723,239363,225945,213874,211382,206436,237631,216433
25,11/01/2018,lyon,rennes,199482,180334,216266,139860,228618,227234,216594,235569,221639,215798,207948,200332,231263,231361,224196,219789,206167,236998,214097,194845,235353,193554
26,16/01/2018,monaco,dijon,192593,215792,163407,201042,190547,209499,213565,162347,216393,215785,234924,204240,197937,234730,237548,225934,188600,52126,211927,198817,205257,210722
26,17/01/2018,paris-sg,strasbourg,193105,201510,146530,164240,225850,163711,183898,202166,226226,190871,179813,176772,183766,235552,204105,223284,203177,197813,235042,220905,203736,230857
26,17/01/2018,montpellier,guingamp,200726,163665,223597,226166,153260,225126,234612,223570,192242,183389,227667,190120,210394,239210,204338,178051,188696,187924,49488,134779,192938,228093
26,17/01/2018,caen,rennes,5594,179789,181456,227222,163804,206577,239312,205190,203435,188397,221740,200332,178251,231263,231361,224196,206167,190674,236998,214097,235353,193554
26,17/01/2018,angers,saint-etienne,49472,190579,184873,212449,189946,178160,183453,209781,213388,219792,224069,167628,159147,183556,197688,158626,187052,192722,201533,204612,193476,212023
26,17/01/2018,amiens,toulouse,176994,202672,138704,234624,204886,186197,203128,234622,169281,199074,214570,231691,231633,207746,212282,231235,235173,197681,167933,196932,218970,182945
26,17/01/2018,troyes,metz,188597,231098,201523,181559,208449,208862,216482,213313,233550,220029,212428,180739,194196,225859,200298,182166,112365,209288,183820,168732,183982,188289
26,18/01/2018,nice,nantes,215223,158625,235454,222840,235981,213242,216451,230020,186627,206467,216388,201325,216643,207924,203884,226515,199393,209304,210450,208787,223874,204819
26,18/01/2018,lille,lyon,215698,220337,200353,210520,236723,225945,213874,211382,216433,226110,237631,199482,189681,139860,207707,230578,206306,227234,235569,221639,202556,207948
26,18/01/2018,marseille,bordeaux,107298,163083,183280,208520,219681,177388,185221,210896,227236,203280,204970,158121,201315,241486,221271,215699,222715,205391,217605,222737,209519,201073
27,23/01/2018,strasbourg,montpellier,176772,204105,183766,203177,223284,197813,235042,220905,236786,203736,157300,200726,163665,223597,226166,200677,153260,225126,223570,192242,227667,183389
27,24/01/2018,toulouse,monaco,231691,231633,207746,212282,231235,198067,235173,197681,167933,196932,218970,192593,215792,190547,163407,201042,209499,162347,216393,213565,215785,212692
27,24/01/2018,nantes,amiens,201325,216643,207924,219693,226515,199393,210450,208787,223874,241595,204819,176994,138704,157585,186567,234624,204886,186197,203128,169281,199074,214570
27,24/01/2018,rennes,troyes,200332,178251,231263,219789,231361,153296,206167,190674,194845,215245,235353,188597,208862,201523,208449,231098,181559,216482,213313,216237,233550,195912
27,24/01/2018,guingamp,metz,190120,234930,239210,210394,204338,178051,213725,187924,190014,228093,192938,180739,203581,225859,242760,209288,112365,168732,234910,183382,183820,183982
27,24/01/2018,dijon,caen,204240,199511,225934,197937,234730,237548,188600,198817,52126,212613,210722,5594,241551,181456,212219,179789,227222,206577,163804,188397,221740,208017
27,24/01/2018,lille,angers,215698,220337,200353,236723,239363,225945,213874,211382,234128,226110,237631,49472,190579,184873,212449,189946,213388,183453,178160,219792,228509,224069
27,25/01/2018,bordeaux,nice,158121,201315,178031,209301,215699,217605,205391,112244,224218,193290,201073,215223,235454,215703,235981,222840,213242,198861,230020,230686,235554,206467
27,25/01/2018,lyon,saint-etienne,199721,189681,180334,139860,228618,216594,227234,235569,202556,207948,221639,167628,159147,197688,158626,183556,187052,225085,177712,204612,193476,212023
27,25/01/2018,paris-sg,marseille,193105,207865,201510,146530,164240,210008,226226,163711,190871,231747,179813,107298,183280,163083,208520,219681,205632,177388,185221,227236,204970,203280
28,02/02/2018,nice,lille,215223,158625,235981,222840,215703,213242,212886,216451,206467,186627,216388,215698,220337,200353,210520,236723,225945,211382,206436,234128,226110,237631
28,02/02/2018,monaco,bordeaux,192593,229712,215792,163407,201042,209499,213565,162347,210372,212692,181820,158121,201315,178031,209301,215699,220609,217605,112244,224218,193290,201073
28,03/02/2018,troyes,paris-sg,188597,212483,215388,181559,208449,175462,216482,213313,233550,216237,195912,193105,164240,201510,202371,225850,210008,183898,202166,226226,163711,232411
28,03/02/2018,amiens,rennes,176994,138704,186567,234624,157585,204886,214949,203128,169281,214570,199074,200332,196801,231263,231361,224196,219789,190674,236998,215245,194845,193554
28,03/02/2018,angers,guingamp,49472,190579,184873,212449,189946,213388,178160,209781,219792,228509,224069,190120,210394,234930,239210,204338,178051,226414,190014,187924,49488,134779
28,03/02/2018,saint-etienne,dijon,167628,159147,183556,197688,158626,187052,192722,225085,204612,193476,212023,204240,225934,234730,237548,199511,197937,188600,198817,205257,212613,210722
28,03/02/2018,metz,toulouse,180739,203581,225859,200298,182166,112365,168732,183820,221250,183982,188289,231691,231633,231235,208615,198067,222982,235173,167933,193983,182945,211239
28,04/02/2018,caen,strasbourg,5594,181456,212219,227222,206577,205190,239312,230042,203435,188397,221740,176772,183766,235553,204105,223284,203177,197813,235042,220905,236786,203736
28,04/02/2018,montpellier,lyon,200726,163665,223597,202562,226166,153260,234612,225126,192242,183389,227667,199482,216266,139860,180334,228618,227234,234906,235569,221639,207948,202556
28,04/02/2018,marseille,nantes,163705,163083,204472,183280,219681,177388,210896,185221,227236,203280,204970,201325,207924,219693,216643,232693,226515,199393,192205,223874,204819,222875
29,09/02/2018,strasbourg,monaco,176772,204105,183766,235552,223284,197813,235042,220905,236786,203736,157300,192593,215792,190547,163407,201042,209499,213565,162347,215785,181820,212692
29,10/02/2018,paris-sg,metz,193105,164240,202371,183512,225850,163711,183898,202166,199556,232411,231747,180739,203581,225859,194196,200298,112365,234910,183820,221250,168732,183982
29,10/02/2018,rennes,saint-etienne,200332,231263,219789,231361,224196,206167,190674,214097,194845,235353,193554,167628,183556,197688,159147,158626,187052,225085,192722,177712,204612,193476
29,10/02/2018,lille,montpellier,215698,220337,200353,236723,239363,225945,211382,206436,234128,226110,237631,200726,223597,200677,163665,202562,153260,225126,234612,192242,227667,50294
29,10/02/2018,nantes,troyes,201325,216643,207924,219693,226515,232693,192205,208787,223874,204819,223875,188597,212483,201523,181559,208449,175462,216482,3665,213313,233550,212428
29,10/02/2018,bordeaux,angers,158121,178031,241486,209301,215699,217605,205391,112244,222737,209519,201073,49472,190579,184873,212449,189946,213388,226789,183453,219792,228509,224069
29,10/02/2018,dijon,amiens,204240,199511,225934,234730,197937,184935,211927,198817,187988,212613,210722,176994,186567,202672,204886,234624,234514,186197,220245,203128,211321,214570
29,11/02/2018,guingamp,nice,190120,239210,204338,169069,178051,226414,187924,188696,49488,228093,134779,215223,158625,215703,235981,192725,212886,216451,230020,206467,235554,216388
29,11/02/2018,lyon,caen,199482,189681,180334,139860,228618,206306,227234,235569,207948,234333,221639,5594,181456,212219,227222,163804,184706,206577,230042,203435,188397,221740
29,11/02/2018,toulouse,marseille,231691,231633,212282,231235,208615,213556,197681,167933,196932,218970,182945,163705,163083,183280,204472,208520,224030,185221,210896,205632,227236,203280
30,16/02/2018,monaco,lille,192593,215792,190547,163407,201042,213565,216393,162347,212692,215785,167397,215698,220337,200353,210520,236723,225945,213874,211382,206436,226110,237631
30,17/02/2018,bordeaux,rennes,158121,201315,241486,209301,215699,217605,205391,112244,222737,193290,209519,200332,178251,231263,231361,224196,206167,190674,214097,194845,235353,193554
30,17/02/2018,montpellier,dijon,200726,200677,231307,223597,226166,153260,225139,225126,192242,183389,231041,204240,210434,199511,197937,234730,225934,213030,198817,205257,212613,210722
30,17/02/2018,angers,caen,49472,184873,212449,189946,199313,213388,178160,183453,219792,228509,224069,5594,179789,212219,227222,240802,163804,206577,184706,230042,203435,208017
30,17/02/2018,toulouse,strasbourg,231691,212282,231633,207746,231235,213556,197681,167933,196932,218970,182945,176772,183766,235552,223284,215383,197813,235042,200966,220905,203736,157300
30,17/02/2018,amiens,troyes,176994,186567,234624,234514,202672,186197,220245,203128,199074,211321,214570,188597,231098,201523,181559,175462,208449,216482,213313,3665,220029,212428
30,18/02/2018,nice,paris-sg,215223,158625,235454,193470,192725,212886,216451,230020,186627,206467,216388,193105,146530,164240,183512,225850,210008,183898,202166,199556,231747,179813
30,18/02/2018,metz,nantes,180739,203581,225859,194196,200298,112365,183820,221250,168732,183982,239025,201325,216643,207924,219693,199393,192205,210450,208787,223874,190516,204819
30,18/02/2018,saint-etienne,guingamp,167628,183556,197688,159147,158626,187052,225085,177712,204612,193476,212023,190120,210394,167936,204338,169069,231102,213725,187924,226414,134779,228093
30,18/02/2018,marseille,lyon,163705,208520,163083,183280,219681,224030,177388,185221,205632,203280,204970,199482,180334,189681,139860,228618,227234,234906,235569,215798,207948,221639
31,14/02/2018,paris-sg,angers,188943,164240,201510,146530,225850,183898,202166,199556,49370,231747,179813,49472,212449,189946,184190,199313,213388,178160,230107,219792,239589,198264
31,31/02/2018,dijon,marseille,204240,199511,234730,237548,225934,236639,52126,198817,187988,212613,210722,163705,163083,183280,204472,236987,177388,185221,210896,205632,227236,203280
31,01/03/2018,guingamp,bordeaux,190120,210394,167936,234930,204338,190014,187924,192673,49488,134779,202035,158121,178031,241486,215699,209301,222715,217605,205391,222737,193290,201073
31,01/03/2018,nantes,saint-etienne,201325,216643,207924,219693,199393,192205,240351,190516,223874,204819,223875,167628,159147,183556,197688,158626,187052,192722,225085,177712,204612,193476
31,01/03/2018,caen,montpellier,5594,181456,212219,227222,163804,206577,184706,205190,208017,188397,190659,200726,163665,223597,226166,202562,153260,234612,225126,223570,192242,183389
31,01/03/2018,troyes,nice,188597,231098,181559,208449,175462,201523,3665,216237,233550,163796,212428,215223,158625,215703,193470,192725,212886,216451,230020,206467,186627,216388
31,01/03/2018,strasbourg,metz,176772,183766,235552,223284,215383,197813,200966,220905,235042,203736,157300,180739,203581,200298,225859,112365,209288,183820,221250,234910,183982,188289
31,01/03/2018,lille,amiens,215698,198949,220337,210520,236723,211382,225945,213874,206436,226110,237631,176994,202672,234624,138704,186567,204886,186197,220245,203128,211321,214570
31,01/03/2018,lyon,toulouse,199482,189681,180334,139860,228618,234906,235569,227234,215798,202556,207948,231691,231633,212282,208615,231235,235173,197681,167933,196932,211239,182945
31,04/03/2018,rennes,monaco,200332,177481,178251,231263,231361,206167,190674,236998,214097,194845,235353,192593,190547,163407,215792,201042,209499,213565,229011,212692,167397,181820
32,06/03/2018,saint-etienne,paris-sg,167628,159147,183556,197688,158626,187052,192722,225085,177712,204612,193476,193105,207865,201510,202371,225850,210008,183898,226226,163711,191180,231747
32,07/03/2018,monaco,nantes,192593,229712,215792,201042,190547,209499,162347,216393,212692,215785,167397,201325,207924,203884,219693,216643,199393,192205,210450,208787,223874,204819
32,07/03/2018,guingamp,troyes,190120,210394,167936,234930,204338,187924,192673,49488,134779,192938,202035,188597,208862,201523,181559,208449,231098,213313,216482,228592,163796,212428
32,07/03/2018,toulouse,dijon,231691,231633,212282,219582,231235,213556,222982,235173,193983,196932,182945,204240,51620,197937,237548,234730,213030,211927,198817,205257,212613,210722
32,07/03/2018,bordeaux,lille,158121,201315,241486,215699,209301,217605,205391,112244,222737,224218,193290,239342,198949,210520,238346,239363,225945,206436,213874,234128,226110,237631
32,07/03/2018,angers,strasbourg,49472,184873,184190,189946,199313,213388,183453,178160,219792,228509,224069,176772,183766,235552,223284,197813,235042,200966,193147,220905,236786,203736
32,07/03/2018,amiens,caen,176994,138704,186567,234624,204886,220245,186197,203128,169281,214570,211321,5594,179789,212219,227222,181456,163804,184706,205190,241238,208017,188397
32,08/03/2018,nice,rennes,215223,158625,215703,193470,192725,212886,216451,230020,206467,186627,216388,200332,207745,231361,224196,231263,206167,190674,214097,194845,235353,193554
32,08/03/2018,metz,lyon,180739,203581,194196,182166,225859,112365,183382,183820,209288,183982,188289,199482,189681,180334,139860,228618,206306,227234,234906,235569,202556,207948
32,08/03/2018,marseille,montpellier,107298,204472,208520,219681,236987,224030,177388,210896,185221,205632,203280,200726,163665,223597,226166,202562,153260,225126,234612,223570,192242,183389
33,13/03/2018,angers,nice,49472,184873,184190,189946,199313,213388,178160,228509,183453,219792,224069,215223,158625,193470,215703,192725,213242,216451,230020,206467,237600,216388
